注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-22395,HIROSHIMA,Japan Post, 527km ,1.6,晴れ,39, 0.7h ,5,"3,943円",173件,6.5,0回,NORMAL,会社, 午前 ,遅延注意
ORD-09548,東京,日本郵便,234, 2.2kg ,SUNNY,12,1.7, 4 ,"3,484円", 81件 ,1.9年,0,NORMAL,住宅,AFTERNOON,通常
ORD-04154,東京,郵便,,4.5,RAIN,35,2.2h, 0 ," 11,149円 ",98,5.0年,0, 通常期 ,HOME,AFTERNOON,通常 
ORD-18633,東京,Japan Post,123km,4.4,晴れ,75,5.6h,0,"10,027",154件,2.3年,0回, 繁忙期 ,住宅,午後,通常
ORD-08168,MIYAGI,Sagawa,176km,3.0kg,SUNNY, 71 ,1.7,1,"11,090",155件,3.9年,0,通常期,HOME, 夜間 ,通常
ORD-19534,東京,Sagawa,168, 2.6kg , 晴れ , 0 ,1.7h,2,"20,531",45件,3.6,2,繁忙期,HOME,午前,通常
ORD-19293,宮城県,佐川,458km,1.6kg,雨天,54,1.5h,0,"4,596円", 151件 ,7.9年,2,NORMAL,住宅,NIGHT,通常
ORD-21959,福岡,日本郵便,304,3.7,雨,25,不明,0,"3,068円",40,2.5年,0回,NORMAL,住宅,AFTERNOON,通常
ORD-06297,FUKUOKA, 佐川急便 ,204km,3.2kg,SUNNY, 81 ,6.2,0,"7,272",65件,1.9年,0回,通常期,住宅,MORNING,通常
ORD-11652,福岡県,Yamato,329,5.0, 晴れ ,34,2.3h,2,,67件,3.8年,0, 繁忙期 , 住宅 , 午後 ,通常
ORD-17119,北海道,郵便,323,8.1,晴れ,38,2.9,0,"10,444円",91,2.9年,0回,NORMAL,OFFICE,午前,通常
ORD-18946,広島県,ヤマト運輸,547,4.7,雨天,59, 4.3h ,0,"11,125",136件,3.0,0, 繁忙期 ,HOME,MORNING,遅延注意
ORD-18790,HOKKAIDO, ヤマト運輸 ,474,3.6,SUNNY,55,3.2h,0,"8,713円",109,3.0年,0, 通常期 ,住宅,AFTERNOON,遅延注意
ORD-29021,愛知県, 日本郵便 ,145km,12.7kg,雨,80,1.8h,2,"5,855円",94件, 6.9年 ,1,通常期, 会社 ,AFTERNOON,遅延注意
ORD-04285,北海道 ,Yamato,208,2.0kg,雨,21,4.7h,2,"8,253",119,1.9,0,通常期,住宅,MORNING,通常
ORD-22347,OKINAWA, 日本郵便 ,748,3.1kg,SUNNY,14,5.2h,0,"2,322",77,4.7, 2回 ,NORMAL, 住宅 ,AFTERNOON,通常
ORD-13040,北海道,ヤマト運輸,527km,2.8, 晴れ ,39,1.7,1,"5,689円",84件,4.8, 0回 ,PEAK, 会社 ,午後,遅延注意
ORD-00138,福岡県,日本郵便,622,2.2,SUNNY,61,2.8,0,"9,078円", 196件 , 0.6年 ,0,PEAK,HOME,午前,通常
ORD-08610,東京都, 佐川急便 ,198,4.6,RAIN,60,2.4h,0," 3,236円 ",146件,5.1年,1回,PEAK,HOME, 午後 ,遅延注意
ORD-29323,沖縄, ヤマト運輸 ,447,3.7kg,雪 ,62,5.7h,1,"32,176円", 122件 ,7.3, 1回 , 繁忙期 ,住宅,MORNING,遅延注意
ORD-12637,FUKUOKA,佐川急便,298,9.2kg,SUNNY,9,3.7h,2,"9,972円",173件,5.4,不明,繁忙期,住宅,MORNING,通常
ORD-26477,FUKUOKA,Yamato,118, 17.7kg ,SUNNY,34,不明,4,861,76,11.3年, 0回 ,NORMAL,住宅,午前,通常
ORD-11647,広島県, ヤマト運輸 ,406,1.5kg,雨, 100 ,6.9,0," 3,554円 ",24,2.3年,0回, 通常期 ,HOME,NIGHT,遅延注意
ORD-29250,福岡県,ヤマト運輸,286km,1.5,雪 ,79,2.6, 0 ,"8,137",,21.1年,, 通常期 , 住宅 ,NIGHT,通常
ORD-16472,仙台,Yamato,406,4.5kg, 晴れ ,49, 1.8h ,0," 4,099円 ",,7.2年,0,NORMAL,会社,午後,通常
ORD-10095,大阪府,日本郵便, 105km ,3.5kg,SUNNY,71,2.3,4,"2,404",109,4.0年,0回,繁忙期, 住宅 , 午後 ,遅延注意
ORD-10678,北海道 ,ヤマト,552km,5.2, 晴れ ,16,7.5,2,"2,734",22件,1.1,0,PEAK,住宅, 午前 ,遅延注意
ORD-07920,OKINAWA,Yamato,687km,4.1kg,雨天,5,4.6,1,"2,557円",93,8.2年,1回,NORMAL,住宅, 午後 ,通常
ORD-10710,仙台,Sagawa,489km,2.6kg,RAIN,100,1.1,2,不明, 107件 ,10.0,1, 通常期 , 住宅 ,夜間,遅延注意
ORD-27110,北海道 , ヤマト運輸 ,397km,1.9, 晴れ ,82,1.2,0,"2,214円",33, 0年 ,0,通常期,会社, 午前 ,通常
ORD-04505,北海道, 佐川急便 ,337km,4.0,晴れ,100,2.5,0,"1,579",107,3.6,0, 通常期 , 住宅 , 夜間 ,通常
ORD-09905,福岡,ヤマト,264,2.0, 晴れ ,54,1.6,0,"2,544円",136,不明,0, 繁忙期 ,OFFICE, 午後 ,通常
ORD-05495, 東京 ,Sagawa,341km,4.4kg,SNOW,29,3.0h,0,"2,341",121,0年,,NORMAL,HOME, 夜間 ,通常
ORD-06435,MIYAGI,郵便,112,32.3kg,SUNNY, 45 ,1.1h,3,"2,258",91件,0.4年,0回,NORMAL,住宅,夜間,遅延注意
ORD-26729,OSAKA,Yamato, 288km ,, 晴れ ,25,3.6,0,"6,193",141,0.5,0回, 繁忙期 ,住宅,午前,通常
ORD-03041,OSAKA,Yamato,254,17.7kg,SUNNY,28,3.9, 0 ," 2,643円 ",48,0.5,,NORMAL, 住宅 ,午後,通常
ORD-12452,TOKYO,Sagawa,461, 2.3kg , 晴れ ,56,1.4h,0,"5,749円",106件,9.4, 1回 , 通常期 ,住宅,NIGHT,通常
ORD-11392,大阪府,ヤマト,347km,4.0kg,SUNNY,3,-2h,1,"4,011円", 89件 , 4.2年 ,0, 繁忙期 ,HOME,AFTERNOON,通常
ORD-02496,沖縄県,Yamato,575,5.6kg,雨,38,,1,"5,434", 108件 ,1.4,0回,PEAK,住宅,AFTERNOON,通常
ORD-05251,福岡県, 佐川急便 ,432,3.8,雨天,25,2.6h,0,"3,223",137,6.5,0, 繁忙期 ,HOME, 午前 ,遅延注意
ORD-18118,OSAKA,郵便,428,1.0,RAIN,73,1.6h,1,"11,475",96件,5.9,1回, 通常期 ,住宅,午前,遅延注意
ORD-10476,FUKUOKA, 佐川急便 ,452km,8.1,晴れ, 85 ,8.3h,1,"10,723",115件,0.3,1回, 通常期 ,HOME, 午後 ,遅延注意
ORD-26380,北海道 ,郵便,132,11.8,雨, 64 ,1.1h,0,"11,888",101,8.3,0, 通常期 ,会社, 午前 ,通常
ORD-07790,HIROSHIMA, ヤマト運輸 ,384km,7.6,雪,41,3.3h,0," 1,843円 ",106件,7.5,0回, 通常期 ,会社,MORNING,通常
ORD-04054,沖縄,佐川,374km,5.6,雨天,26,3.6,2,"1,674円",99件, 8.3年 ,0,繁忙期,住宅,MORNING,通常
ORD-23260,広島県,日本郵便,421km,3.7,雨天, 85 ,3.0,0,"7,608",98,0.1年,0,通常期,会社,午後,通常
ORD-15350,広島,Japan Post,410,2.0,晴れ,68,2.2,0,"16,631円",56件,14.5, 0回 ,PEAK, 住宅 ,午後,通常
ORD-07302,愛知県, ヤマト運輸 ,208,1.5,雨,31,3.4h,4,"3,256",不明,0.3,0回,通常期, 会社 ,午前,遅延注意
ORD-15438,宮城県,郵便,216km,, 晴れ , 62 ,1.8h,2,"3,709",139件,1.0,0回,NORMAL,住宅,夜間,通常
ORD-13510,福岡県, ヤマト運輸 ,353km,0.6kg,RAIN,27,1.9h,1,"14,030円",128件,3.7年,0回,通常期,住宅,夜間,通常
ORD-14033,HIROSHIMA,佐川,148km,16.1kg,SUNNY,34,1.5,1,"1,739", 37件 ,2.5,0,通常期,OFFICE,午後,通常
ORD-11111,福岡, 日本郵便 ,250km,4.9kg,晴れ,32,2.4h,0,"15,794",188, 5.9年 ,5,NORMAL,住宅, 午後 ,遅延注意
ORD-06455, 大阪 ,ヤマト,413km,3.0, 晴れ ,39,2.5,2,"5,862",59件,1.0年,2, 通常期 ,HOME, 午後 ,通常
ORD-06752,広島県,佐川,166,2.4,SUNNY,76,2.4,0,"1,927",72,2.9年,0,通常期,住宅,MORNING,通常
ORD-13120,AICHI, ヤマト運輸 ,138,2.4, 晴れ ,32,3.2h,0,"4,091円",143,13.3年,1回,PEAK,住宅,MORNING,通常
ORD-22886,北海道 , ヤマト運輸 ,486,2.3kg,RAIN,63,2.2h,0,"7,192円",64件,9.9年,1,通常期, 住宅 ,MORNING,通常
ORD-13426,HOKKAIDO,Yamato,702, 3.8kg ,晴れ,49, 6.8h ,0,"5,603",147件,1.3年,0, 通常期 ,住宅, 午前 ,遅延注意
ORD-15511,OKINAWA,Sagawa,, 6.6kg ,SUNNY,58,7.4h,0,"2,044円",80,13.3,0,NORMAL,HOME,MORNING,通常
ORD-14094,沖縄県, 日本郵便 ,703km, 10.8kg ,雨天,80,2.6,1,"3,999",120件,7.6年,0回,PEAK, 住宅 , 午後 ,遅延注意
ORD-06249,北海道, 佐川急便 ,389,3.0,SNOW,61,1.1,0," 22,723円 ",41,12.1年, 0回 ,通常期,HOME, 午後 ,遅延注意
ORD-05815,MIYAGI, 佐川急便 ,308km,4.8kg,晴れ,33,2.6h,,"2,562円",137,5.8年,0, 通常期 , 住宅 ,午後,通常
ORD-14420,北海道 ,佐川, 136km ,3.8, 晴れ ,66,4.0, 5 ,"1,377円",82件,0.3,1, 通常期 ,HOME,NIGHT,遅延危険
ORD-25621,広島県, ヤマト運輸 ,419,3.1,晴れ,44,3.0,0,"1,789円",103,0.5,0回,NORMAL,住宅,午後,通常
ORD-19989,OKINAWA, 日本郵便 ,529km,,晴れ,0,2.5h,2,"1,075円",144件,1.3,0回,繁忙期, 住宅 ,NIGHT,通常
ORD-11673, 大阪 ,郵便,425,3.6,SUNNY,63,2.7h,," 4,311円 ",96,,0, 通常期 ,会社,AFTERNOON,通常
ORD-00949,愛知県, 佐川急便 ,413,3.2kg,晴れ,45,2.5,2," 3,825円 ", 155件 ,9.0,0,NORMAL,住宅,午後,通常
ORD-15508,大阪,Japan Post,296,5.3,晴れ, 40 ,3.2,0,"3,498円",118件,7.1年, 0回 , 通常期 , 住宅 ,AFTERNOON,通常
ORD-11990,北海道,佐川,447km,16.2,雨,23,2.7h,1,"2,975",96,6.6年,, 通常期 ,住宅,夜間,通常
ORD-25805,北海道 , 佐川急便 ,354,11.9kg, 晴れ ,74,5.7,1,"5,814",45件,3.1, 1回 ,繁忙期,住宅,午後,遅延注意
ORD-23474,広島県,佐川急便,403,2.0,SUNNY,60,6.4,3,"8,055円",65件,2.1年,0,通常期,住宅, 午前 ,通常
ORD-01390,仙台,Yamato,553,5.9kg,晴れ,86,1.6,0,"20,356",141件,0.7年,不明,NORMAL,住宅, 午後 ,通常
ORD-20839,広島,Japan Post,316km,不明,雨天,52,4.5h,0,"4,285",73件,6.9,1,NORMAL, 住宅 ,午前,遅延注意
ORD-10293,北海道,郵便,315km,2.3kg, 晴れ ,8,1.8h,1,"1,927円",23,6.8年, 0回 ,繁忙期,住宅, 午後 ,通常
ORD-04076,OKINAWA,郵便,494km,1.6kg,晴れ,56,6.4, 0 ,"2,973円",115,6.0年,0,通常期,会社, 午後 ,通常
ORD-00883,TOKYO, 佐川急便 ,353,3.4kg,晴れ,53,2.8h,0,"14,286",151,4.1,0回,繁忙期, 住宅 ,午後,通常
ORD-00803,名古屋,Yamato,106km,6.2,SUNNY, 43 ,1.9,1," 2,571円 ",151,6.0,0,通常期, 住宅 , 午後 ,通常
ORD-06471,北海道, 日本郵便 ,339,5.2kg, 晴れ ,,9.7h,2," 9,985円 ", 139件 ,1.0,0回,NORMAL,HOME, 午前 ,　通常
ORD-05270, 大阪 ,ヤマト,不明,2.0, 晴れ ,,3.7h,2,"4,129",127,0.2,0, 通常期 ,HOME,午後,通常
ORD-15886,大阪府, ヤマト運輸 ,223km, 1.8kg ,晴れ,16,4.4,3," 2,121円 ",77件, 5.8年 ,0回,通常期,住宅, 午後 ,通常
ORD-24678,仙台,郵便, 272km ,1.6kg,RAIN,50,1.6h,2,"3,930円",124件,15.2,0回,NORMAL,住宅,AFTERNOON,通常
ORD-21808,福岡,ヤマト運輸,148,1.8kg,晴れ,39,3.8h,0,"2,545",,0.4年,0回,PEAK, 会社 ,MORNING,通常
ORD-00640,仙台,Japan Post,291,4.9kg,晴れ,38,2.4,1,"5,276",66,5.6,2回, 通常期 , 住宅 ,AFTERNOON,通常
ORD-18371,仙台,ヤマト,524km,0.6kg,雪 ,51,2.6h,0,"6,493", 69件 ,1.1,1回,NORMAL,HOME,AFTERNOON,遅延注意
ORD-10274,名古屋,ヤマト運輸, 258km ,2.5,RAIN,46,2.3h,0," 2,061円 ", 147件 ,3.4,不明, 通常期 ,住宅,NIGHT,通常
ORD-14105,HOKKAIDO,ヤマト,不明,2.8kg,雨天,35,2.9,5,"1,193",145,0.4年,0回,NORMAL,会社,夜間,遅延注意
ORD-17477,沖縄県,Yamato,467km,0.7kg,雨,42,8.3,1,"2,298",107,6.5年,1回,NORMAL, 住宅 ,MORNING,通常
ORD-12483,広島,郵便,232,13.5kg, 晴れ ,48,4.3,0,"2,798",143件,1.2,1回, 繁忙期 , 住宅 , 午後 ,通常
ORD-05141,東京都, 佐川急便 ,252,5.0kg,晴れ,0,3.4,0,"3,211",62件,5.4,1回,通常期, 住宅 ,NIGHT,通常
ORD-01739,名古屋,Sagawa,440,-3kg,SNOW, 17 ,1.6h,0,"2,740", 125件 ,,0回, 通常期 ,住宅,AFTERNOON,通常
ORD-21394,仙台,ヤマト運輸,616,2.2kg,雪 ,17, 2.6h ,2,"4,736円",105,1.9年,0,通常期, 住宅 ,MORNING,遅延注意
ORD-07812, 東京 , 日本郵便 ,306,0.9kg,SUNNY,0,0.9h,0,"1,596円",105件,6.0,2回,通常期,HOME,午後,通常
ORD-11760,FUKUOKA, 佐川急便 , 484km , 8.5kg ,晴れ,72,2.9h,4,"10,089円",174件, 14.2年 , 0回 ,NORMAL,会社,NIGHT,遅延注意
ORD-00768,東京, 佐川急便 ,505, 13.3kg ,雨天,65,3.6h,1,"13,788円",,4.9,0回,NORMAL, 会社 ,夜間,遅延注意
ORD-10303,北海道, 佐川急便 ,350,0.9kg, 晴れ ,50,1.6,0,"9,473円",146件,3.1年,0,NORMAL,HOME,午後,通常
ORD-25155,FUKUOKA,ヤマト,228km,6.7kg, 晴れ , 18 ,4.1h,0,"1,108円",102,0.9, 0回 , 繁忙期 ,HOME,AFTERNOON,通常
ORD-02305,東京,佐川,273,1.2, 晴れ ,39, 1.6h , 2 ,"2,755", 104件 ,1.6,0回,NORMAL, 会社 ,AFTERNOON,通常
ORD-21181,北海道,Japan Post,281km,3.5,雨天,66,不明,0," 12,188円 ",138件, 2.5年 ,0回,NORMAL, 住宅 , 午後 ,通常
ORD-07840,沖縄県,Sagawa,392km,4.3kg,SUNNY, 83 ,1.8,0,"2,696円",110件,1.6年,0,NORMAL,HOME,夜間,遅延注意
ORD-11011,北海道, 日本郵便 ,419km,5.8,晴れ,16,0.9,0,"3,245円",50,2.1年,0回,通常期,住宅,AFTERNOON,通常
ORD-09005, 東京 , 日本郵便 ,262, 3.7kg ,RAIN,85,2.3h, 0 ,"3,499",146,0.2,0回,通常期, 住宅 ,午後,通常
ORD-02991,仙台,佐川急便,337km, 5.0kg ,晴れ,33,1.6h,0,"2,633",97, 2.6年 ,0,NORMAL, 住宅 ,AFTERNOON,通常
ORD-02909,大阪,Sagawa,79,1.0kg, 晴れ ,27,2.1h,1,"1,586",23件,6.6年,1, 繁忙期 , 住宅 ,午後,通常
ORD-15027,広島,佐川,125, 3.5kg ,RAIN,59, 2.9h , 0 ,"4,382円",71件,2.0,1,NORMAL,会社,AFTERNOON,通常
ORD-00658,東京,日本郵便,189km,3.4kg,SNOW,72,不明,1,"2,964",169件,4.9, 0回 ,PEAK,住宅, 夜間 ,遅延注意
ORD-21010,東京,佐川, 288km ,2.1,晴れ,8,4.1,0,"5,724円",42件, 2.5年 ,0回,通常期,HOME,午後,通常
ORD-22655,福岡,郵便,302,7.8kg, 晴れ ,64,2.7h,1,"15,351円",155件,0.3, 0回 ,通常期, 住宅 , 午後 ,通常
ORD-06019,TOKYO, 日本郵便 ,5km,2.4,晴れ,78,3.0h,0,"12,696円",75件,0.2,0,NORMAL,HOME, 夜間 ,通常
ORD-21153,仙台, ヤマト運輸 ,396km,1.0kg,SUNNY,61,2.1,0,"7,891円",148件,3.9年, 0回 ,通常期, 会社 , 夜間 ,通常
ORD-23824,東京,郵便,212,6.1,SNOW,27,1.9h,1,"3,227",126件,1.6,0,繁忙期,住宅,AFTERNOON,通常
ORD-16771,広島県,日本郵便,350,13.3kg,SUNNY,68, 1.7h ,0,"1,926",92件,-1年, 0回 , 通常期 , 住宅 , 午前 ,　通常
ORD-24787,FUKUOKA,Japan Post,240,2.7kg,SUNNY,,2.7, 0 ,"6,858",171,2.9,0回,NORMAL,住宅,午後,通常
ORD-01813,HIROSHIMA,Sagawa, 491km ,1.8kg,晴れ,73,3.6h,0,"2,873円", 146件 ,3.4年,0, 通常期 , 会社 ,夜間,通常
ORD-21522,東京,ヤマト,398km,2.7,SUNNY,47,1.8h,0,"9,467",72,3.9,0回,繁忙期,住宅, 午後 ,通常
ORD-24336,福岡,ヤマト運輸,549,1.3,SUNNY, 64 ,11.5,0,"1,457",122件,3.7,0,PEAK,HOME,MORNING,通常
ORD-04610,沖縄, 日本郵便 ,828,6.3kg,雪,12, 1.4h ,0,"2,910", 99件 , 11.2年 ,0,通常期,住宅,午後,通常
ORD-17986,福岡県,Sagawa,309,2.0kg,雨天,34,1.4h,0,"6,495",108,5.6年,1,NORMAL,住宅, 午前 ,通常
ORD-05658, 大阪 ,佐川,304,5.3,SUNNY,40,2.8,0,"10,945",113,3.1,0,通常期,HOME,AFTERNOON,通常
ORD-03585,TOKYO,日本郵便,206,2.9kg,RAIN,不明,1.1h,0,967円,97,2.5,,繁忙期, 住宅 , 午後 ,通常
ORD-26165,HIROSHIMA,郵便,147,2.6kg,SUNNY, 47 ,,1,, 66件 ,2.9,0回,通常期,HOME, 午後 ,通常
ORD-00726,福岡県,郵便,87km,4.8kg, 晴れ ,52,7.4,0,"3,494円",65,1.6年,0,PEAK,住宅,AFTERNOON,通常
ORD-24967,東京, ヤマト運輸 ,174km,1.2kg, 晴れ ,50, 1.5h ,1," 1,657円 ",129, 2.2年 ,0,NORMAL, 住宅 , 夜間 ,通常
ORD-23080,FUKUOKA, 佐川急便 ,624km,9.3,SUNNY,41,6.0,1," 7,252円 ",131件,0.4,0回,PEAK,住宅,AFTERNOON,通常
ORD-03371,北海道,郵便,206,2.3,晴れ,38,6.1,不明,"1,095",106件,14.3年,1,NORMAL, 住宅 , 午後 ,通常
ORD-25817,FUKUOKA, 佐川急便 ,373km,4.7, 晴れ ,63,5.2,0,"4,114円",111,2.6,3,繁忙期,住宅,午後,遅延危険
ORD-23414,OKINAWA, 佐川急便 ,437,1.9,晴れ, 26 ,1.6,0,"18,457円",91,0.1年,0,繁忙期, 住宅 ,午後,通常
ORD-18722,広島, ヤマト運輸 ,315km,2.0kg, 晴れ ,49,1.7,2,"2,992",,8.7,1回, 通常期 ,住宅, 午前 ,通常
ORD-15630,AICHI,Sagawa,99,4.5,SNOW,11,4.3,0,"1,034円",,10.0年,0回,通常期,HOME,AFTERNOON,通常
ORD-07411,HOKKAIDO,ヤマト,443,3.8,雨天,62,0.8,0,"8,442円",61件,7.2,1,通常期,会社,夜間,遅延注意
ORD-05643,名古屋,Japan Post,282,3.0,晴れ,38,4.1h,1,,179, 6.9年 ,0回, 通常期 ,住宅, 午前 ,通常
ORD-01474,AICHI, 日本郵便 ,246,4.5kg, 晴れ ,79,3.9,1,"4,762",130件,16.2,0回,NORMAL, 会社 ,AFTERNOON,通常
ORD-28299,AICHI,郵便,435km,2.7,SUNNY,77,,2," 24,551円 ",151,4.1年, 0回 ,通常期,HOME,夜間,遅延注意
ORD-26617, 東京 ,ヤマト運輸,468km,3.6, 晴れ ,40,1.6h, 0 ,"5,094",84,1.2,1回,NORMAL, 住宅 ,午前,通常
ORD-29353,広島県,ヤマト運輸,432km,6.0, 晴れ ,16,1.9h,4,"4,495",115,3.8年,0回, 通常期 , 会社 , 夜間 ,通常 
ORD-16581,愛知県,ヤマト,445,1.1kg,雪 ,54,1.9,0,"4,307",211,0.7, 0回 ,通常期, 住宅 ,午後,遅延注意
ORD-00322,仙台, 佐川急便 ,386km,1.3kg,SUNNY,48,1.8,1,"4,116",126件,7.9年,0,通常期,HOME,MORNING,通常
ORD-26487,MIYAGI, 佐川急便 ,492km, 1.6kg ,雨,19,3.5h,2,"1,617",74件,3.5年,0回,通常期, 住宅 ,MORNING,通常
ORD-07399,HIROSHIMA,郵便,677,1.6,晴れ,66,4.7h,0,"2,379",189,0.3年,0, 通常期 ,HOME,夜間,遅延注意
ORD-16919,TOKYO,郵便,225km,1.5,SUNNY,0,2.9,0,"4,802円",175,6.2, 0回 , 繁忙期 ,HOME,午前,通常
ORD-11234,北海道,佐川,615km,3.4kg, 晴れ ,42, 2.7h , 2 ,"14,068円", 228件 ,1.1年,0,NORMAL, 住宅 ,AFTERNOON,　遅延注意
ORD-01695,HIROSHIMA,日本郵便, 416km ,1.9,SUNNY,47,3.6h,0,"10,390",96,4.1年,0,PEAK,HOME, 午前 ,通常
ORD-10998,広島県,Yamato, 237km , 12.7kg ,RAIN,28,3.1,1,"3,093円",79,5.8,0, 通常期 ,HOME,午前,通常
ORD-22642,HIROSHIMA,郵便,357km, 5.6kg ,雨天,20, 1.2h ,不明,912, 95件 ,不明,0回,NORMAL,OFFICE,午後,通常
ORD-12547,愛知県,佐川急便,298km,1.7kg,雨,51,1.7h,0,"1,620円",95,8.8年,2,通常期, 住宅 ,AFTERNOON,通常
ORD-11279,宮城県, ヤマト運輸 ,248,1.0kg,SUNNY, 0 ,,4,"15,445",42件,1.3,0回,NORMAL,住宅,午後,通常
ORD-29504,沖縄, ヤマト運輸 ,629,1.9, 晴れ ,0,5.0h,0," 5,704円 ",152件,2.0年,, 通常期 ,HOME,午前,通常
ORD-15799,名古屋,郵便,400km,3.9,晴れ,,5.7,0,"1,295",151,6.2,1回, 通常期 ,住宅,午後,通常
ORD-08609,仙台, ヤマト運輸 ,344,7.3kg,晴れ,31,2.7h, 0 ,"6,836円",131,3.7年,1,NORMAL, 住宅 , 午後 ,通常
ORD-00157,北海道 ,日本郵便, 333km ,4.8,晴れ,69,3.9, 0 ,"7,022",192,5.5,1回,NORMAL,住宅,夜間,遅延注意
ORD-15305,HIROSHIMA,佐川,426km,2.9kg,雨天,36,1.4,0,"5,233",93,3.6,2,通常期,住宅,NIGHT,通常
ORD-21047,HIROSHIMA,日本郵便,502km,3.2,晴れ,72,2.6h,0,"2,480円",130件,7.5年,0回,通常期,HOME, 午後 ,通常
ORD-11473,宮城県,日本郵便,379km,0.5,晴れ, 36 ,2.0,0,"2,412",77件,0.9, 0回 ,繁忙期,HOME, 夜間 ,通常
ORD-13729,広島,ヤマト,311,6.1kg,晴れ,59,3.3h,0,"5,345",135,9.5年,2回, 通常期 ,住宅,MORNING,通常
ORD-11801,北海道 ,Sagawa,719km,10.7, 晴れ ,27,4.8,1, 818円 ,135,3.2年,0,通常期,OFFICE,午前,遅延注意
ORD-03759,MIYAGI,Sagawa,286km,1.5kg,雨天,20,2.2h,3," 4,462円 ",76,4.6年,0,PEAK,HOME,午後,遅延注意
ORD-18248,HIROSHIMA,Yamato,243,1.0,晴れ,56,1.2h,0," 2,903円 ",73件, 9.8年 ,0回,PEAK,住宅,午後,通常
ORD-21003,FUKUOKA,佐川急便,292km,2.9,SNOW,7,3.4h,0,"3,640",135,0.7, 1回 , 繁忙期 ,住宅, 午後 ,通常
ORD-17860,広島県,佐川,322km, 9.4kg ,雨,50,2.2,0,"2,880",97件,8.6,0,通常期,住宅, 午前 ,遅延注意
ORD-27176,HIROSHIMA,Japan Post,401,1.7kg,RAIN,17,2.6,0,,85件,7.2年,0回,繁忙期,住宅, 午後 ,　通常
ORD-15063,宮城県,Yamato,263km,7.5,SNOW,,,1,,105件,0.4,0回,NORMAL,住宅,夜間,遅延注意
ORD-08322,東京,ヤマト運輸,5km,2.4kg,雨天,83,6.7h,0,"1,856",130,1.0,-1回,通常期, 住宅 , 夜間 ,通常
ORD-16513,沖縄県,佐川急便,460km,5.3,SUNNY,65,1.2h,0,不明,55, 0.4年 ,0,通常期,HOME, 午後 ,通常
ORD-13503,福岡,ヤマト運輸,,2.2kg,雨,71,1.9,0,"16,439",85,3.0年,0回,通常期,HOME,AFTERNOON,通常
ORD-16466, 東京 ,Sagawa,161km,7.1kg,RAIN,39,9.3h,2,"2,398",165件,4.1年,1回,通常期,HOME,午後,遅延注意
ORD-00725,福岡,ヤマト運輸,199,,RAIN,40,2.5h,0,"8,639円",228,9.4年, 1回 ,NORMAL, 会社 ,MORNING,通常
ORD-02876,東京,Sagawa,359km,2.8kg,RAIN,85,5.7h,0,"10,894円",49件,0.6年,0,NORMAL,HOME,NIGHT,通常
ORD-03579,大阪府,Japan Post,45km,0.4, 晴れ ,35,1.8h,1,"26,182円",80,1.6年,0, 通常期 ,HOME, 午後 ,通常
ORD-13841,FUKUOKA,日本郵便,191,5.4kg,雨, 36 ,2.2h,1,"2,483",59件,5.1年, 0回 ,NORMAL, 会社 , 夜間 ,通常
ORD-03604,沖縄, ヤマト運輸 ,516,3.2,雨天,57,,3,771,133,2.2,0回,繁忙期,OFFICE,AFTERNOON,遅延危険
ORD-03072,名古屋,Japan Post,293km,5.2, 晴れ ,36,9.6h, 1 ,"3,118円",99件,6.4,0,NORMAL, 住宅 , 午前 ,通常
ORD-04326,FUKUOKA, ヤマト運輸 , 556km ,不明,晴れ,19,3.3,2,,101,2.3,0,通常期,HOME, 夜間 ,通常
ORD-27004,広島,佐川,356,1.3,晴れ,44,0.9,2,"1,136円",178,2.7,0, 繁忙期 ,HOME, 午後 ,通常
ORD-13840,MIYAGI,ヤマト運輸,347,4.9,SUNNY,42,1.8h, 0 ," 5,874円 ",10件,0.3,0回, 繁忙期 ,HOME,午前,通常
ORD-01264,OKINAWA,佐川,503,3.5kg,SUNNY,57,5.9h,0,"4,796",147件,5.6年,0,通常期, 住宅 , 午後 ,遅延注意
ORD-02913,仙台,郵便,344,1.8,雨天,46,,2,"6,399",132,14.1年,0回,通常期,住宅, 午後 ,通常
ORD-11350,東京都, ヤマト運輸 ,457km,1.6kg,SUNNY,76,4.5,0,-500円,55件,0年,0回, 通常期 ,OFFICE,夜間,通常
ORD-20092, 大阪 ,Sagawa,514,0.9,雨,40,7.7,0,"3,119",,2.1年,1,NORMAL,住宅, 午後 ,通常
ORD-09193,仙台,Sagawa,381km,2.0kg,晴れ,53,3.7,1,"9,797",75件, 0.1年 ,1,PEAK, 住宅 ,午後,通常
ORD-24071,仙台,Sagawa,423,2.7kg,雨天,30,2.1,0,"6,466円",93件,1.4年,0回,通常期,HOME,夜間,通常
ORD-03160,北海道, ヤマト運輸 ,446km,6.0,雨天,49,2.3h,0,"10,714",53,,0回,通常期,住宅,夜間,通常
ORD-00981, 東京 ,ヤマト,425km,6.5,晴れ,66,5.0, 0 ,"3,913円",15,20.0,0,通常期,住宅,午後,通常
ORD-02088, 東京 ,日本郵便,246,1.9,雨天,82,6.3,0,"2,271",138件,1.7, 1回 ,PEAK,住宅,NIGHT,遅延注意
